"id","ident","estimated_departure_time","estimated_arrival_time","origin","destination","seats_cabin_first","seats_cabin_business","seats_cabin_coach","created_at","updated_at","flightaware_call_type"
1935760,"AAL1289","2018-07-02 22:15:00","2018-07-02 23:38:00","KORD","KPIT",0,16,144,"2018-06-30 20:03:17.851878","2018-06-30 20:03:17.851878","AirlineFlightSchedules"
1935761,"AAL1173","2018-07-02 23:45:00","2018-07-03 01:15:00","KORD","KPIT",0,16,144,"2018-06-30 20:03:17.887467","2018-06-30 20:03:17.887467","AirlineFlightSchedules"
1935762,"UAL1272","2018-07-02 12:50:00","2018-07-02 14:15:00","KORD","KPIT",8,0,159,"2018-06-30 20:03:17.922045","2018-06-30 20:03:17.922045","AirlineFlightSchedules"
1935763,"UAL734","2018-07-02 19:00:00","2018-07-02 20:35:00","KORD","KPIT",8,0,138,"2018-06-30 20:03:17.939255","2018-06-30 20:03:17.939255","AirlineFlightSchedules"
1935764,"UAL1741","2018-07-02 20:30:00","2018-07-02 22:05:00","KORD","KPIT",8,0,120,"2018-06-30 20:03:17.972684","2018-06-30 20:03:17.972684","AirlineFlightSchedules"
1935765,"UAL2329","2018-07-02 19:59:00","2018-07-02 21:24:00","KEWR","KPIT",8,0,106,"2018-06-30 20:03:20.014012","2018-06-30 20:03:20.014012","AirlineFlightSchedules"
1935766,"WOW147","2018-07-02 15:10:00","2018-07-02 21:45:00","BIKF","KPIT",0,0,220,"2018-06-30 20:03:21.859067","2018-06-30 20:03:21.859067","AirlineFlightSchedules"
1935767,"AAL2085","2018-07-02 20:12:00","2018-07-02 21:30:00","KPHL","KPIT",8,0,120,"2018-06-30 20:03:21.918823","2018-06-30 20:03:21.918823","AirlineFlightSchedules"
1935768,"AAL1797","2018-07-03 00:40:00","2018-07-03 02:00:00","KPHL","KPIT",8,0,120,"2018-06-30 20:03:22.063384","2018-06-30 20:03:22.063384","AirlineFlightSchedules"
1935769,"FDY353","2018-07-02 09:50:00","2018-07-02 10:40:00","KAOO","KPIT",0,0,9,"2018-06-30 20:03:23.836353","2018-06-30 20:03:23.836353","AirlineFlightSchedules"
1935770,"FDY359","2018-07-02 18:15:00","2018-07-02 19:05:00","KAOO","KPIT",0,0,9,"2018-06-30 20:03:23.894305","2018-06-30 20:03:23.894305","AirlineFlightSchedules"
1935771,"SWA1677","2018-07-02 13:35:00","2018-07-02 15:00:00","KMDW","KPIT",0,0,143,"2018-06-30 20:03:23.921504","2018-06-30 20:03:23.921504","AirlineFlightSchedules"
1935772,"SWA757","2018-07-02 18:45:00","2018-07-02 20:10:00","KMDW","KPIT",0,0,143,"2018-06-30 20:03:23.966165","2018-06-30 20:03:23.966165","AirlineFlightSchedules"
1935773,"SWA1015","2018-07-02 22:35:00","2018-07-03 00:00:00","KMDW","KPIT",0,0,143,"2018-06-30 20:03:24.01367","2018-06-30 20:03:24.01367","AirlineFlightSchedules"
1935774,"SWA1634","2018-07-03 00:55:00","2018-07-03 02:10:00","KMDW","KPIT",0,0,143,"2018-06-30 20:03:24.064659","2018-06-30 20:03:24.064659","AirlineFlightSchedules"
1935775,"SWA2084","2018-07-03 03:30:00","2018-07-03 04:45:00","KMDW","KPIT",0,0,143,"2018-06-30 20:03:24.106777","2018-06-30 20:03:24.106777","AirlineFlightSchedules"
1935776,"SWA1317","2018-07-02 15:55:00","2018-07-02 20:00:00","KLAS","KPIT",0,0,175,"2018-06-30 20:03:24.186816","2018-06-30 20:03:24.186816","AirlineFlightSchedules"
1935777,"SWA384","2018-07-03 01:50:00","2018-07-03 05:55:00","KLAS","KPIT",0,0,175,"2018-06-30 20:03:24.253166","2018-06-30 20:03:24.253166","AirlineFlightSchedules"
1935778,"FDY571","2018-07-02 10:05:00","2018-07-02 10:50:00","KDUJ","KPIT",0,0,9,"2018-06-30 20:03:24.298473","2018-06-30 20:03:24.298473","AirlineFlightSchedules"
1935779,"FDY575","2018-07-02 15:30:00","2018-07-02 16:15:00","KDUJ","KPIT",0,0,9,"2018-06-30 20:03:24.341905","2018-06-30 20:03:24.341905","AirlineFlightSchedules"
1935780,"FDY577","2018-07-02 18:00:00","2018-07-02 18:45:00","KDUJ","KPIT",0,0,9,"2018-06-30 20:03:24.386055","2018-06-30 20:03:24.386055","AirlineFlightSchedules"
1935781,"FDY579","2018-07-02 20:15:00","2018-07-02 21:00:00","KDUJ","KPIT",0,0,9,"2018-06-30 20:03:24.420522","2018-06-30 20:03:24.420522","AirlineFlightSchedules"
1935782,"SWA2425","2018-07-02 14:55:00","2018-07-02 16:20:00","KBNA","KPIT",0,0,175,"2018-06-30 20:03:26.465913","2018-06-30 20:03:26.465913","AirlineFlightSchedules"
1935783,"DAL2138","2018-07-03 00:51:00","2018-07-03 01:54:00","KDTW","KPIT",0,16,142,"2018-06-30 20:03:26.536006","2018-06-30 20:03:26.536006","AirlineFlightSchedules"
1935784,"UAL2339","2018-07-02 23:35:00","2018-07-03 02:20:00","KIAH","KPIT",8,0,120,"2018-06-30 20:03:28.347521","2018-06-30 20:03:28.347521","AirlineFlightSchedules"
1935785,"SWA2282","2018-07-02 18:20:00","2018-07-02 20:55:00","KDAL","KPIT",0,0,175,"2018-06-30 20:03:28.474119","2018-06-30 20:03:28.474119","AirlineFlightSchedules"
1935786,"FDY855","2018-07-02 15:45:00","2018-07-02 16:30:00","KJST","KPIT",0,0,9,"2018-06-30 20:03:28.533746","2018-06-30 20:03:28.533746","AirlineFlightSchedules"
1935787,"FDY857","2018-07-02 18:05:00","2018-07-02 18:50:00","KJST","KPIT",0,0,9,"2018-06-30 20:03:30.452191","2018-06-30 20:03:30.452191","AirlineFlightSchedules"
1935788,"FDY859","2018-07-02 20:15:00","2018-07-02 21:00:00","KJST","KPIT",0,0,9,"2018-06-30 20:03:30.520451","2018-06-30 20:03:30.520451","AirlineFlightSchedules"
1935789,"FDY853","2018-07-02 13:30:00","2018-07-02 14:15:00","KJST","KPIT",0,0,9,"2018-06-30 20:03:30.577036","2018-06-30 20:03:30.577036","AirlineFlightSchedules"
1935790,"AAY1419","2018-07-02 23:30:00","2018-07-03 01:09:00","KSAV","KPIT",0,0,156,"2018-06-30 20:03:30.614777","2018-06-30 20:03:30.614777","AirlineFlightSchedules"
1935791,"SWA683","2018-07-02 15:45:00","2018-07-02 18:35:00","KHOU","KPIT",0,0,143,"2018-06-30 20:03:30.666769","2018-06-30 20:03:30.666769","AirlineFlightSchedules"
1935792,"NKS436","2018-07-02 12:40:00","2018-07-02 15:24:00","KDFW","KPIT",0,10,135,"2018-06-30 20:03:30.710327","2018-06-30 20:03:30.710327","AirlineFlightSchedules"
1935793,"AAL1551","2018-07-02 16:05:00","2018-07-02 18:48:00","KDFW","KPIT",16,0,124,"2018-06-30 20:03:30.729821","2018-06-30 20:03:30.729821","AirlineFlightSchedules"
1935794,"AAL2019","2018-07-02 19:45:00","2018-07-02 22:26:00","KDFW","KPIT",0,12,138,"2018-06-30 20:03:30.766033","2018-06-30 20:03:30.766033","AirlineFlightSchedules"
1935795,"AAL1716","2018-07-02 12:05:00","2018-07-02 14:47:00","KDFW","KPIT",8,0,120,"2018-06-30 20:03:30.794811","2018-06-30 20:03:30.794811","AirlineFlightSchedules"
1935796,"AAL1761","2018-07-02 23:25:00","2018-07-03 02:04:00","KDFW","KPIT",8,0,120,"2018-06-30 20:03:30.846125","2018-06-30 20:03:30.846125","AirlineFlightSchedules"
1939067,"SWA4641","2018-07-01 01:50:00","2018-07-01 04:04:00","KFLL","KPIT",0,0,143,"2018-07-01 04:11:51.325704","2018-07-01 04:11:51.325704","FlightInfo"
1939068,"SWA5184","2018-07-01 00:25:00","2018-07-01 04:44:00","KLAS","KPIT",0,0,175,"2018-07-01 04:11:51.553449","2018-07-01 04:11:51.553449","FlightInfo"
1939088,"NKS334","2018-07-04 06:10:00","2018-07-04 09:58:00","KLAS","KPIT",0,10,135,"2018-07-01 08:10:43.051157","2018-07-01 08:10:43.051157","FlightInfo"
1939117,"SWA4621","2018-07-01 10:45:00","2018-07-01 11:18:00","KPIT","KBWI",0,0,143,"2018-07-01 10:11:08.904814","2018-07-01 10:11:08.904814","FlightInfo"
1939134,"SWA3077","2018-07-01 10:50:00","2018-07-01 12:43:00","KMCO","KPIT",0,0,143,"2018-07-01 11:10:43.926513","2018-07-01 11:10:43.926513","FlightInfo"
1939135,"AAL1948","2018-07-03 14:18:00","2018-07-03 15:15:00","KPIT","KPHL",0,11,88,"2018-07-01 11:10:44.199643","2018-07-01 11:10:44.199643","FlightInfo"
1939158,"SWA3545","2018-07-01 13:25:00","2018-07-01 14:23:52","KMDW","KPIT",0,0,143,"2018-07-01 11:10:57.035824","2018-07-01 11:10:57.035824","FlightInfo"
1939163,"SWA5901","2018-07-01 11:30:00","2018-07-01 12:35:00","KPIT","KMDW",0,0,143,"2018-07-01 11:10:58.85697","2018-07-01 11:10:58.85697","FlightInfo"
1939170,"FDY1071","2018-07-01 13:06:40","2018-07-01 13:15:00","KFKL","KPIT",0,0,9,"2018-07-01 12:11:10.116581","2018-07-01 12:11:10.116581","FlightInfo"
1939171,"FDY491","2018-07-01 13:06:40","2018-07-01 13:35:57","KMGW","KPIT",0,0,9,"2018-07-01 12:11:10.429256","2018-07-01 12:11:10.429256","FlightInfo"
1939172,"SWA3351","2018-07-01 11:40:00","2018-07-01 13:33:00","KTPA","KPIT",0,0,175,"2018-07-01 12:11:10.695935","2018-07-01 12:11:10.695935","FlightInfo"
1939218,"UAL1272","2018-07-03 13:00:00","2018-07-03 14:04:00","KORD","KPIT",8,0,159,"2018-07-01 13:10:49.463418","2018-07-01 13:10:49.463418","FlightInfo"
1939219,"FDY791","2018-07-01 13:39:10","2018-07-01 14:19:00","KBFD","KPIT",0,0,9,"2018-07-01 13:10:49.737501","2018-07-01 13:10:49.737501","FlightInfo"
1939220,"DAL1357","2018-07-03 15:37:00","2018-07-03 16:55:00","KPIT","KATL",16,0,133,"2018-07-01 13:10:49.975101","2018-07-01 13:10:49.975101","FlightInfo"
1939221,"AAL1716","2018-07-03 15:41:00","2018-07-03 18:15:00","KPIT","KDFW",8,0,120,"2018-07-01 13:10:50.262078","2018-07-01 13:10:50.262078","FlightInfo"
1939247,"AAL1426","2018-07-03 12:37:00","2018-07-03 14:02:00","KPIT","KORD",0,16,144,"2018-07-01 13:11:00.870622","2018-07-01 13:11:00.870622","FlightInfo"
1939265,"SWA3260","2018-07-01 15:55:00","2018-07-01 18:30:00","KPIT","KHOU",0,0,143,"2018-07-01 14:10:58.284922","2018-07-01 14:10:58.284922","FlightInfo"
1939266,"AAL853","2018-07-03 16:13:00","2018-07-03 17:22:00","KPIT","KCLT",8,0,120,"2018-07-01 14:10:58.828882","2018-07-01 14:10:58.828882","FlightInfo"
1939308,"FDY1073","2018-07-01 15:33:20","2018-07-01 15:24:00","KDUJ","KPIT",0,0,9,"2018-07-01 15:10:28.905731","2018-07-01 15:10:28.905731","FlightInfo"
1939309,"DAL1599","2018-07-03 17:23:00","2018-07-03 18:42:00","KPIT","KATL",16,0,133,"2018-07-01 15:10:29.170441","2018-07-01 15:10:29.170441","FlightInfo"
1939310,"FDY993","2018-07-01 15:10:00","2018-07-01 16:17:00","KLNS","KPIT",0,0,9,"2018-07-01 15:10:29.40702","2018-07-01 15:10:29.40702","FlightInfo"
1939311,"FDY393","2018-07-01 15:53:20","2018-07-01 16:22:00","KAOO","KPIT",0,0,9,"2018-07-01 15:10:29.6414","2018-07-01 15:10:29.6414","FlightInfo"
1939312,"FDY883","2018-07-01 16:07:30","2018-07-01 16:19:00","KJST","KPIT",0,0,9,"2018-07-01 15:10:29.918388","2018-07-01 15:10:29.918388","FlightInfo"
1939313,"FDY793","2018-07-01 16:09:10","2018-07-01 16:52:13","KBFD","KPIT",0,0,9,"2018-07-01 15:10:30.353267","2018-07-01 15:10:30.353267","FlightInfo"
1939337,"UAL1574","2018-07-03 15:20:00","2018-07-03 16:27:00","KPIT","KORD",8,0,159,"2018-07-01 15:10:41.722405","2018-07-01 15:10:41.722405","FlightInfo"
1939343,"UAL734","2018-07-03 19:10:00","2018-07-03 20:25:00","KORD","KPIT",8,0,138,"2018-07-01 15:10:44.146226","2018-07-01 15:10:44.146226","FlightInfo"
1939359,"AAL1926","2018-07-03 18:11:00","2018-07-03 19:19:00","KPIT","KCLT",8,0,120,"2018-07-01 16:11:06.554267","2018-07-01 16:11:06.554267","FlightInfo"
1939360,"SWA3559","2018-07-01 16:35:00","2018-07-01 17:30:00","KMDW","KPIT",0,0,143,"2018-07-01 16:11:06.79535","2018-07-01 16:11:06.79535","FlightInfo"
1939369,"SWA3902","2018-07-02 01:10:00","2018-07-02 03:05:00","KPIT","KTPA",0,0,143,"2018-07-01 16:11:13.050058","2018-07-01 16:11:13.050058","FlightInfo"
1939409,"DAL1939","2018-07-03 19:38:00","2018-07-03 21:00:00","KPIT","KATL",16,0,133,"2018-07-01 17:10:51.577288","2018-07-01 17:10:51.577288","FlightInfo"
1939410,"AAL1551","2018-07-03 19:45:00","2018-07-03 22:18:00","KPIT","KDFW",16,0,124,"2018-07-01 17:10:51.851266","2018-07-01 17:10:51.851266","FlightInfo"
1939411,"UAL648","2018-07-03 16:00:00","2018-07-03 18:40:00","KDEN","KPIT",16,0,138,"2018-07-01 17:10:52.077881","2018-07-01 17:10:52.077881","FlightInfo"
1939412,"FDY1075","2018-07-01 18:17:30","2018-07-01 18:00:00","KFKL","KPIT",0,0,9,"2018-07-01 17:10:52.298406","2018-07-01 17:10:52.298406","FlightInfo"
1939413,"FDY493","2018-07-01 18:26:40","2018-07-01 18:49:42","KMGW","KPIT",0,0,9,"2018-07-01 17:10:52.559322","2018-07-01 17:10:52.559322","FlightInfo"
1939469,"FDY885","2018-07-01 18:37:30","2018-07-01 19:04:00","KJST","KPIT",0,0,9,"2018-07-01 18:10:57.537062","2018-07-01 18:10:57.537062","FlightInfo"
1939470,"FDY553","2018-07-01 18:38:20","2018-07-01 18:38:00","KDUJ","KPIT",0,0,9,"2018-07-01 18:10:57.793749","2018-07-01 18:10:57.793749","FlightInfo"
1939471,"FDY695","2018-07-01 18:53:20","2018-07-01 19:34:00","KBFD","KPIT",0,0,9,"2018-07-01 18:10:58.031825","2018-07-01 18:10:58.031825","FlightInfo"
1939472,"SWA5335","2018-07-01 20:40:00","2018-07-01 22:26:00","KPIT","KMCO",0,0,175,"2018-07-01 18:10:58.28341","2018-07-01 18:10:58.28341","FlightInfo"
1939522,"SWA4870","2018-07-01 18:25:00","2018-07-01 19:30:00","KPIT","KMDW",0,0,143,"2018-07-01 18:11:21.214703","2018-07-01 18:11:21.214703","FlightInfo"
1939525,"SWA4048","2018-07-01 20:40:00","2018-07-01 21:50:00","KMDW","KPIT",0,0,143,"2018-07-01 18:11:21.926625","2018-07-01 18:11:21.926625","FlightInfo"
1939529,"JBU1685","2018-07-03 19:10:00","2018-07-03 20:37:00","KBOS","KPIT",0,0,100,"2018-07-01 19:10:39.262892","2018-07-01 19:10:39.262892","FlightInfo"
1939530,"AAL2085","2018-07-03 19:53:00","2018-07-03 20:58:00","KPHL","KPIT",8,0,120,"2018-07-01 19:10:39.926951","2018-07-01 19:10:39.926951","FlightInfo"
1939574,"SWA713","2018-07-03 17:10:00","2018-07-03 19:25:00","KPIT","KMCO",0,0,143,"2018-07-01 20:00:53.39596","2018-07-01 20:00:53.39596","AirlineFlightSchedules"
1939575,"SWA1962","2018-07-03 12:15:00","2018-07-03 13:55:00","KPIT","KATL",0,0,143,"2018-07-01 20:00:53.411257","2018-07-01 20:00:53.411257","AirlineFlightSchedules"
1939576,"SWA3217","2018-07-03 19:05:00","2018-07-03 21:20:00","KPIT","KMCO",0,0,143,"2018-07-01 20:00:53.420783","2018-07-01 20:00:53.420783","AirlineFlightSchedules"
1939577,"SWA2041","2018-07-03 21:00:00","2018-07-03 23:15:00","KPIT","KMCO",0,0,143,"2018-07-01 20:00:53.432685","2018-07-01 20:00:53.432685","AirlineFlightSchedules"
1939578,"NKS577","2018-07-03 11:08:00","2018-07-03 13:46:00","KPIT","KFLL",0,10,135,"2018-07-01 20:00:55.150903","2018-07-01 20:00:55.150903","AirlineFlightSchedules"
1939579,"SWA1392","2018-07-03 13:05:00","2018-07-03 14:25:00","KPIT","KMDW",0,0,175,"2018-07-01 20:00:55.159853","2018-07-01 20:00:55.159853","AirlineFlightSchedules"
1939580,"SWA1001","2018-07-03 21:25:00","2018-07-03 22:50:00","KPIT","KMDW",0,0,143,"2018-07-01 20:00:55.16785","2018-07-01 20:00:55.16785","AirlineFlightSchedules"
1939581,"DAL2290","2018-07-03 10:00:00","2018-07-03 11:35:00","KPIT","KATL",16,0,133,"2018-07-01 20:00:55.177389","2018-07-01 20:00:55.177389","AirlineFlightSchedules"
1939582,"SWA5999","2018-07-03 16:45:00","2018-07-03 18:10:00","KPIT","KMDW",0,0,143,"2018-07-01 20:00:57.187864","2018-07-01 20:00:57.187864","AirlineFlightSchedules"
1939583,"UAL606","2018-07-03 11:29:00","2018-07-03 16:54:00","KPIT","KSFO",8,0,159,"2018-07-01 20:00:57.197117","2018-07-01 20:00:57.197117","AirlineFlightSchedules"
1939584,"UAL709","2018-07-03 19:45:00","2018-07-03 23:16:00","KPIT","KDEN",8,0,159,"2018-07-01 20:00:57.207911","2018-07-01 20:00:57.207911","AirlineFlightSchedules"
1939585,"UAL2089","2018-07-03 12:00:00","2018-07-03 15:17:00","KPIT","KDEN",8,0,159,"2018-07-01 20:00:57.218031","2018-07-01 20:00:57.218031","AirlineFlightSchedules"
1939586,"DAL1357","2018-07-03 15:27:00","2018-07-03 17:05:00","KPIT","KATL",16,0,133,"2018-07-01 20:00:57.227358","2018-07-01 20:00:57.227358","AirlineFlightSchedules"
1939587,"NKS721","2018-07-03 11:25:00","2018-07-03 13:36:00","KPIT","KMCO",0,10,135,"2018-07-01 20:00:57.235756","2018-07-01 20:00:57.235756","AirlineFlightSchedules"
1939588,"UAL374","2018-07-03 10:25:00","2018-07-03 11:17:00","KPIT","KIAD",8,0,159,"2018-07-01 20:00:59.368073","2018-07-01 20:00:59.368073","AirlineFlightSchedules"
1939589,"DAL1599","2018-07-03 17:13:00","2018-07-03 18:52:00","KPIT","KATL",16,0,133,"2018-07-01 20:00:59.379222","2018-07-01 20:00:59.379222","AirlineFlightSchedules"
1939590,"DAL2305","2018-07-03 21:13:00","2018-07-03 23:30:00","KPIT","KMSP",0,16,142,"2018-07-01 20:00:59.39111","2018-07-01 20:00:59.39111","AirlineFlightSchedules"
1939591,"DAL1846","2018-07-03 10:31:00","2018-07-03 12:46:00","KPIT","KMSP",12,0,114,"2018-07-01 20:00:59.4043","2018-07-01 20:00:59.4043","AirlineFlightSchedules"
1939592,"DAL1939","2018-07-03 19:28:00","2018-07-03 21:10:00","KPIT","KATL",16,0,133,"2018-07-01 20:00:59.415131","2018-07-01 20:00:59.415131","AirlineFlightSchedules"
1939593,"JBU1886","2018-07-04 00:21:00","2018-07-04 01:52:00","KPIT","KBOS",0,0,100,"2018-07-01 20:00:59.427731","2018-07-01 20:00:59.427731","AirlineFlightSchedules"
1939594,"JBU1686","2018-07-03 21:22:00","2018-07-03 22:59:00","KPIT","KBOS",0,0,100,"2018-07-01 20:00:59.438627","2018-07-01 20:00:59.438627","AirlineFlightSchedules"
1939595,"JBU1486","2018-07-03 16:56:00","2018-07-03 18:32:00","KPIT","KBOS",0,0,100,"2018-07-01 20:01:01.348913","2018-07-01 20:01:01.348913","AirlineFlightSchedules"
1939596,"SWA268","2018-07-03 16:20:00","2018-07-03 18:00:00","KPIT","KSTL",0,0,143,"2018-07-01 20:01:01.357078","2018-07-01 20:01:01.357078","AirlineFlightSchedules"
1939597,"NKS436","2018-07-03 16:21:00","2018-07-03 17:50:00","KPIT","KMYR",0,10,135,"2018-07-01 20:01:01.365347","2018-07-01 20:01:01.365347","AirlineFlightSchedules"
1939598,"DAL1462","2018-07-03 22:42:00","2018-07-04 00:26:00","KPIT","KATL",16,0,133,"2018-07-01 20:01:01.375629","2018-07-01 20:01:01.375629","AirlineFlightSchedules"
1939599,"JBU1986","2018-07-03 09:30:00","2018-07-03 11:03:00","KPIT","KBOS",0,0,100,"2018-07-01 20:01:01.385622","2018-07-01 20:01:01.385622","AirlineFlightSchedules"
1939600,"AAY1410","2018-07-03 11:30:00","2018-07-03 12:54:00","KPIT","KMYR",0,0,156,"2018-07-01 20:01:01.398234","2018-07-01 20:01:01.398234","AirlineFlightSchedules"
1939601,"FDY854","2018-07-03 14:35:00","2018-07-03 15:20:00","KPIT","KJST",0,0,9,"2018-07-01 20:01:01.409649","2018-07-01 20:01:01.409649","AirlineFlightSchedules"
1939602,"FDY856","2018-07-03 17:00:00","2018-07-03 17:45:00","KPIT","KJST",0,0,9,"2018-07-01 20:01:04.817572","2018-07-01 20:01:04.817572","AirlineFlightSchedules"
1939603,"FDY858","2018-07-03 19:10:00","2018-07-03 19:55:00","KPIT","KJST",0,0,9,"2018-07-01 20:01:04.826187","2018-07-01 20:01:04.826187","AirlineFlightSchedules"
1939604,"SWA20","2018-07-03 10:05:00","2018-07-03 11:10:00","KPIT","KBWI",0,0,143,"2018-07-01 20:01:04.834415","2018-07-01 20:01:04.834415","AirlineFlightSchedules"
1939605,"FDY860","2018-07-03 21:20:00","2018-07-03 22:05:00","KPIT","KJST",0,0,9,"2018-07-01 20:01:04.842567","2018-07-01 20:01:04.842567","AirlineFlightSchedules"
1939606,"DAL1209","2018-07-03 11:25:00","2018-07-03 13:04:00","KPIT","KATL",0,20,160,"2018-07-01 20:01:04.850727","2018-07-01 20:01:04.850727","AirlineFlightSchedules"
1939607,"SWA1969","2018-07-03 11:05:00","2018-07-03 12:30:00","KPIT","KMDW",0,0,143,"2018-07-01 20:01:04.858381","2018-07-01 20:01:04.858381","AirlineFlightSchedules"
1939608,"SWA2280","2018-07-03 21:45:00","2018-07-03 22:45:00","KPIT","KBWI",0,0,143,"2018-07-01 20:01:06.758745","2018-07-01 20:01:06.758745","AirlineFlightSchedules"
1939609,"FDY356","2018-07-03 17:00:00","2018-07-03 17:50:00","KPIT","KAOO",0,0,9,"2018-07-01 20:01:06.774181","2018-07-01 20:01:06.774181","AirlineFlightSchedules"
1939610,"AAL1948","2018-07-03 14:08:00","2018-07-03 15:25:00","KPIT","KPHL",8,0,120,"2018-07-01 20:01:06.783115","2018-07-01 20:01:06.783115","AirlineFlightSchedules"
1939611,"AAL1551","2018-07-03 19:35:00","2018-07-03 22:28:00","KPIT","KDFW",16,0,124,"2018-07-01 20:01:06.791295","2018-07-01 20:01:06.791295","AirlineFlightSchedules"
1939612,"FDY1152","2018-07-03 11:10:00","2018-07-03 12:30:00","KPIT","KMDT",0,0,9,"2018-07-01 20:01:09.342321","2018-07-01 20:01:09.342321","AirlineFlightSchedules"
1939613,"FDY362","2018-07-03 23:40:00","2018-07-04 00:30:00","KPIT","KAOO",0,0,9,"2018-07-01 20:01:09.35405","2018-07-01 20:01:09.35405","AirlineFlightSchedules"
1939614,"FDY1062","2018-07-03 23:55:00","2018-07-04 00:35:00","KPIT","KFKL",0,0,9,"2018-07-01 20:01:09.362471","2018-07-01 20:01:09.362471","AirlineFlightSchedules"
1939615,"FDY1360","2018-07-03 20:00:00","2018-07-03 21:20:00","KPIT","KMDT",0,0,9,"2018-07-01 20:01:12.066025","2018-07-01 20:01:12.066025","AirlineFlightSchedules"
1939616,"DAL124","2018-07-03 23:50:00","2018-07-04 07:25:00","KPIT","LFPG",0,36,172,"2018-07-01 20:01:12.073991","2018-07-01 20:01:12.073991","AirlineFlightSchedules"
1939617,"FDY1056","2018-07-03 16:15:00","2018-07-03 16:55:00","KPIT","KFKL",0,0,9,"2018-07-01 20:01:12.084875","2018-07-01 20:01:12.084875","AirlineFlightSchedules"
1939618,"SWA1516","2018-07-03 17:35:00","2018-07-03 20:20:00","KPIT","KDAL",0,0,143,"2018-07-01 20:01:14.406664","2018-07-01 20:01:14.406664","AirlineFlightSchedules"
1939619,"AAL572","2018-07-03 11:29:00","2018-07-03 16:05:00","KPIT","KPHX",8,0,120,"2018-07-01 20:01:14.414977","2018-07-01 20:01:14.414977","AirlineFlightSchedules"
1939620,"SWA835","2018-07-03 23:50:00","2018-07-04 03:15:00","KPIT","KDEN",0,0,175,"2018-07-01 20:01:14.42327","2018-07-01 20:01:14.42327","AirlineFlightSchedules"
1939621,"SWA1389","2018-07-03 10:35:00","2018-07-03 15:05:00","KPIT","KLAS",0,0,143,"2018-07-01 20:01:14.431071","2018-07-01 20:01:14.431071","AirlineFlightSchedules"
1939622,"FDY752","2018-07-03 13:40:00","2018-07-03 14:20:00","KPIT","KFKL",0,0,9,"2018-07-01 20:01:14.439024","2018-07-01 20:01:14.439024","AirlineFlightSchedules"
1939623,"NKS333","2018-07-04 00:29:00","2018-07-04 05:03:00","KPIT","KLAS",0,10,135,"2018-07-01 20:01:14.446687","2018-07-01 20:01:14.446687","AirlineFlightSchedules"
1939624,"SWA2177","2018-07-03 21:05:00","2018-07-04 01:35:00","KPIT","KLAS",0,0,175,"2018-07-01 20:01:14.455835","2018-07-01 20:01:14.455835","AirlineFlightSchedules"
1939625,"SWA1626","2018-07-03 22:30:00","2018-07-04 00:00:00","KPIT","KBNA",0,0,143,"2018-07-01 20:01:14.464334","2018-07-01 20:01:14.464334","AirlineFlightSchedules"
1939626,"SWA2100","2018-07-03 14:25:00","2018-07-03 17:45:00","KPIT","KDEN",0,0,175,"2018-07-01 20:01:16.534648","2018-07-01 20:01:16.534648","AirlineFlightSchedules"
1939627,"SWA1478","2018-07-03 16:00:00","2018-07-03 18:15:00","KPIT","KTPA",0,0,143,"2018-07-01 20:01:16.542598","2018-07-01 20:01:16.542598","AirlineFlightSchedules"
1939628,"FDY758","2018-07-03 23:25:00","2018-07-04 00:20:00","KPIT","KBFD",0,0,9,"2018-07-01 20:01:16.550332","2018-07-01 20:01:16.550332","AirlineFlightSchedules"
1939629,"NKS437","2018-07-03 21:05:00","2018-07-04 00:00:00","KPIT","KDFW",0,10,135,"2018-07-01 20:01:16.557974","2018-07-01 20:01:16.557974","AirlineFlightSchedules"
1939630,"FDY756","2018-07-03 19:30:00","2018-07-03 20:25:00","KPIT","KBFD",0,0,9,"2018-07-01 20:01:18.246037","2018-07-01 20:01:18.246037","AirlineFlightSchedules"
1939631,"FDY754","2018-07-03 16:50:00","2018-07-03 17:45:00","KPIT","KBFD",0,0,9,"2018-07-01 20:01:18.255785","2018-07-01 20:01:18.255785","AirlineFlightSchedules"
1939632,"FDY354","2018-07-03 14:30:00","2018-07-03 15:25:00","KPIT","KBFD",0,0,9,"2018-07-01 20:01:18.264464","2018-07-01 20:01:18.264464","AirlineFlightSchedules"
1939633,"JBU2007","2018-07-03 10:30:00","2018-07-03 13:08:00","KPIT","KFLL",0,16,132,"2018-07-01 20:01:18.272836","2018-07-01 20:01:18.272836","AirlineFlightSchedules"
1939634,"FFT277","2018-07-03 23:47:00","2018-07-04 03:15:00","KPIT","KDEN",0,0,230,"2018-07-01 20:01:18.281328","2018-07-01 20:01:18.281328","AirlineFlightSchedules"
1939635,"SWA815","2018-07-03 16:35:00","2018-07-03 21:40:00","KPIT","KLAX",0,0,143,"2018-07-01 20:01:21.242218","2018-07-01 20:01:21.242218","AirlineFlightSchedules"
1939636,"AAL1926","2018-07-03 18:01:00","2018-07-03 19:29:00","KPIT","KCLT",8,0,120,"2018-07-01 20:01:21.250531","2018-07-01 20:01:21.250531","AirlineFlightSchedules"
1939637,"AAL853","2018-07-03 16:03:00","2018-07-03 17:32:00","KPIT","KCLT",8,0,120,"2018-07-01 20:01:21.259264","2018-07-01 20:01:21.259264","AirlineFlightSchedules"
