"id","ident","estimated_departure_time","estimated_arrival_time","origin","destination","seats_cabin_first","seats_cabin_business","seats_cabin_coach","created_at","updated_at","flightaware_call_type"
1974486,"FDY757","2018-07-12 20:45:00","2018-07-12 21:40:00","KBFD","KPIT",0,0,9,"2018-07-10 20:01:07.74397","2018-07-10 20:01:07.74397","AirlineFlightSchedules"
1974487,"FDY355","2018-07-12 15:45:00","2018-07-12 16:40:00","KBFD","KPIT",0,0,9,"2018-07-10 20:01:07.754244","2018-07-10 20:01:07.754244","AirlineFlightSchedules"
1974488,"FDY755","2018-07-12 18:10:00","2018-07-12 19:05:00","KBFD","KPIT",0,0,9,"2018-07-10 20:01:07.763641","2018-07-10 20:01:07.763641","AirlineFlightSchedules"
1974489,"SWA2425","2018-07-12 14:55:00","2018-07-12 16:20:00","KBNA","KPIT",0,0,175,"2018-07-10 20:01:07.774297","2018-07-10 20:01:07.774297","AirlineFlightSchedules"
1974490,"JBU1685","2018-07-12 19:00:00","2018-07-12 20:47:00","KBOS","KPIT",0,0,100,"2018-07-10 20:01:07.783041","2018-07-10 20:01:07.783041","AirlineFlightSchedules"
1974491,"JBU1785","2018-07-13 02:07:00","2018-07-13 03:47:00","KBOS","KPIT",0,0,100,"2018-07-10 20:01:07.796588","2018-07-10 20:01:07.796588","AirlineFlightSchedules"
1974492,"JBU1885","2018-07-12 21:56:00","2018-07-12 23:46:00","KBOS","KPIT",0,0,100,"2018-07-10 20:01:07.807229","2018-07-10 20:01:07.807229","AirlineFlightSchedules"
1974493,"JBU1585","2018-07-12 17:03:00","2018-07-12 18:48:00","KBOS","KPIT",0,0,100,"2018-07-10 20:01:08.672733","2018-07-10 20:01:08.672733","AirlineFlightSchedules"
1974494,"JBU1485","2018-07-12 14:35:00","2018-07-12 16:21:00","KBOS","KPIT",0,0,100,"2018-07-10 20:01:08.692245","2018-07-10 20:01:08.692245","AirlineFlightSchedules"
1974495,"JBU1285","2018-07-12 10:10:00","2018-07-12 11:52:00","KBOS","KPIT",0,0,100,"2018-07-10 20:01:08.701965","2018-07-10 20:01:08.701965","AirlineFlightSchedules"
1974496,"SWA1828","2018-07-13 02:55:00","2018-07-13 03:55:00","KBWI","KPIT",0,0,143,"2018-07-10 20:01:09.588355","2018-07-10 20:01:09.588355","AirlineFlightSchedules"
1974497,"SWA2236","2018-07-12 20:10:00","2018-07-12 21:15:00","KBWI","KPIT",0,0,143,"2018-07-10 20:01:09.59981","2018-07-10 20:01:09.59981","AirlineFlightSchedules"
1974498,"SWA497","2018-07-12 11:50:00","2018-07-12 12:55:00","KBWI","KPIT",0,0,143,"2018-07-10 20:01:09.612634","2018-07-10 20:01:09.612634","AirlineFlightSchedules"
1974499,"DAL125","2018-07-12 13:10:00","2018-07-12 21:51:00","LFPG","KPIT",0,36,172,"2018-07-10 20:01:09.624412","2018-07-10 20:01:09.624412","AirlineFlightSchedules"
1974500,"AAY1417","2018-07-13 00:59:00","2018-07-13 02:34:00","KCHS","KPIT",0,0,156,"2018-07-10 20:01:09.641139","2018-07-10 20:01:09.641139","AirlineFlightSchedules"
1974501,"AAL1962","2018-07-13 02:09:00","2018-07-13 03:29:00","KCLT","KPIT",8,0,120,"2018-07-10 20:01:09.652973","2018-07-10 20:01:09.652973","AirlineFlightSchedules"
1974502,"AAL1749","2018-07-13 00:25:00","2018-07-13 01:50:00","KCLT","KPIT",8,0,120,"2018-07-10 20:01:09.676808","2018-07-10 20:01:09.676808","AirlineFlightSchedules"
1974503,"AAL843","2018-07-12 20:49:00","2018-07-12 22:20:00","KCLT","KPIT",0,12,138,"2018-07-10 20:01:09.689413","2018-07-10 20:01:09.689413","AirlineFlightSchedules"
1974504,"AAL1926","2018-07-12 15:45:00","2018-07-12 17:13:00","KCLT","KPIT",8,0,120,"2018-07-10 20:01:10.64529","2018-07-10 20:01:10.64529","AirlineFlightSchedules"
1974505,"AAL853","2018-07-12 13:50:00","2018-07-12 15:21:00","KCLT","KPIT",8,0,120,"2018-07-10 20:01:10.66147","2018-07-10 20:01:10.66147","AirlineFlightSchedules"
1974506,"AAL1753","2018-07-12 22:25:00","2018-07-12 23:54:00","KCLT","KPIT",0,12,138,"2018-07-10 20:01:10.674409","2018-07-10 20:01:10.674409","AirlineFlightSchedules"
1974507,"SWA2282","2018-07-12 18:20:00","2018-07-12 20:55:00","KDAL","KPIT",0,0,175,"2018-07-10 20:01:10.684694","2018-07-10 20:01:10.684694","AirlineFlightSchedules"
1974508,"UAL1211","2018-07-12 23:55:00","2018-07-13 03:02:00","KDEN","KPIT",8,0,159,"2018-07-10 20:01:10.704141","2018-07-10 20:01:10.704141","AirlineFlightSchedules"
1974509,"FFT276","2018-07-12 19:32:00","2018-07-12 22:46:00","KDEN","KPIT",0,0,230,"2018-07-10 20:01:10.71358","2018-07-10 20:01:10.71358","AirlineFlightSchedules"
1974510,"SWA1412","2018-07-12 17:30:00","2018-07-12 20:25:00","KDEN","KPIT",0,0,175,"2018-07-10 20:01:10.722562","2018-07-10 20:01:10.722562","AirlineFlightSchedules"
1974511,"UAL648","2018-07-12 15:50:00","2018-07-12 18:50:00","KDEN","KPIT",8,0,159,"2018-07-10 20:01:10.731013","2018-07-10 20:01:10.731013","AirlineFlightSchedules"
1974512,"SWA2466","2018-07-13 00:25:00","2018-07-13 03:20:00","KDEN","KPIT",0,0,143,"2018-07-10 20:01:10.739705","2018-07-10 20:01:10.739705","AirlineFlightSchedules"
1974513,"NKS436","2018-07-12 12:40:00","2018-07-12 15:24:00","KDFW","KPIT",0,10,135,"2018-07-10 20:01:11.969264","2018-07-10 20:01:11.969264","AirlineFlightSchedules"
1974514,"AAL1761","2018-07-12 23:25:00","2018-07-13 02:03:00","KDFW","KPIT",8,0,120,"2018-07-10 20:01:11.985279","2018-07-10 20:01:11.985279","AirlineFlightSchedules"
1974515,"AAL403","2018-07-13 01:20:00","2018-07-13 03:56:00","KDFW","KPIT",0,12,138,"2018-07-10 20:01:12.004481","2018-07-10 20:01:12.004481","AirlineFlightSchedules"
1974516,"AAL2019","2018-07-12 19:45:00","2018-07-12 22:24:00","KDFW","KPIT",0,12,138,"2018-07-10 20:01:12.020389","2018-07-10 20:01:12.020389","AirlineFlightSchedules"
1974517,"AAL1551","2018-07-12 16:05:00","2018-07-12 18:46:00","KDFW","KPIT",16,0,124,"2018-07-10 20:01:12.051611","2018-07-10 20:01:12.051611","AirlineFlightSchedules"
1974518,"AAL1716","2018-07-12 12:05:00","2018-07-12 14:45:00","KDFW","KPIT",8,0,120,"2018-07-10 20:01:12.077243","2018-07-10 20:01:12.077243","AirlineFlightSchedules"
1974519,"DAL2138","2018-07-13 02:16:00","2018-07-13 03:23:00","KDTW","KPIT",16,0,142,"2018-07-10 20:01:13.001118","2018-07-10 20:01:13.001118","AirlineFlightSchedules"
1974520,"FDY575","2018-07-12 15:30:00","2018-07-12 16:15:00","KDUJ","KPIT",0,0,9,"2018-07-10 20:01:13.012185","2018-07-10 20:01:13.012185","AirlineFlightSchedules"
1974521,"FDY577","2018-07-12 18:00:00","2018-07-12 18:45:00","KDUJ","KPIT",0,0,9,"2018-07-10 20:01:14.51539","2018-07-10 20:01:14.51539","AirlineFlightSchedules"
1974522,"FDY579","2018-07-12 20:15:00","2018-07-12 21:00:00","KDUJ","KPIT",0,0,9,"2018-07-10 20:01:14.5239","2018-07-10 20:01:14.5239","AirlineFlightSchedules"
1974523,"FDY571","2018-07-12 10:05:00","2018-07-12 10:50:00","KDUJ","KPIT",0,0,9,"2018-07-10 20:01:14.53225","2018-07-10 20:01:14.53225","AirlineFlightSchedules"
1974524,"UAL2329","2018-07-12 20:00:00","2018-07-12 21:25:00","KEWR","KPIT",8,0,106,"2018-07-10 20:01:14.540417","2018-07-10 20:01:14.540417","AirlineFlightSchedules"
1974525,"FDY753","2018-07-12 14:45:00","2018-07-12 15:25:00","KFKL","KPIT",0,0,9,"2018-07-10 20:01:15.378432","2018-07-10 20:01:15.378432","AirlineFlightSchedules"
1974526,"FDY1067","2018-07-12 17:15:00","2018-07-12 17:55:00","KFKL","KPIT",0,0,9,"2018-07-10 20:01:15.387025","2018-07-10 20:01:15.387025","AirlineFlightSchedules"
1974527,"FDY1051","2018-07-12 09:45:00","2018-07-12 10:25:00","KFKL","KPIT",0,0,9,"2018-07-10 20:01:15.395618","2018-07-10 20:01:15.395618","AirlineFlightSchedules"
1974528,"NKS558","2018-07-13 00:45:00","2018-07-13 03:19:00","KFLL","KPIT",0,10,135,"2018-07-10 20:01:15.404721","2018-07-10 20:01:15.404721","AirlineFlightSchedules"
1974529,"SWA560","2018-07-12 12:05:00","2018-07-12 14:50:00","KFLL","KPIT",0,0,175,"2018-07-10 20:01:15.414578","2018-07-10 20:01:15.414578","AirlineFlightSchedules"
1974530,"SWA2180","2018-07-12 20:55:00","2018-07-12 23:40:00","KFLL","KPIT",0,0,143,"2018-07-10 20:01:15.424343","2018-07-10 20:01:15.424343","AirlineFlightSchedules"
1974531,"JBU2008","2018-07-13 00:10:00","2018-07-13 02:47:00","KFLL","KPIT",0,16,132,"2018-07-10 20:01:15.434169","2018-07-10 20:01:15.434169","AirlineFlightSchedules"
1974532,"FDY653","2018-07-12 15:00:00","2018-07-12 16:05:00","KHGR","KPIT",0,0,9,"2018-07-10 20:01:15.445309","2018-07-10 20:01:15.445309","AirlineFlightSchedules"
1974533,"SWA683","2018-07-12 15:45:00","2018-07-12 18:35:00","KHOU","KPIT",0,0,143,"2018-07-10 20:01:15.45601","2018-07-10 20:01:15.45601","AirlineFlightSchedules"
1974534,"UAL1979","2018-07-13 02:25:00","2018-07-13 03:20:00","KIAD","KPIT",8,0,159,"2018-07-10 20:01:16.373494","2018-07-10 20:01:16.373494","AirlineFlightSchedules"
1974535,"UAL2339","2018-07-12 23:35:00","2018-07-13 02:20:00","KIAH","KPIT",8,0,120,"2018-07-10 20:01:16.382305","2018-07-10 20:01:16.382305","AirlineFlightSchedules"
1974536,"J13020","2018-07-12 21:45:00","2018-07-12 22:51:00","KIND","KPIT",0,0,32,"2018-07-10 20:01:17.291393","2018-07-10 20:01:17.291393","AirlineFlightSchedules"
1974537,"J13080","2018-07-12 10:00:00","2018-07-12 11:06:00","KIND","KPIT",0,0,32,"2018-07-10 20:01:17.301435","2018-07-10 20:01:17.301435","AirlineFlightSchedules"
1974538,"FDY855","2018-07-12 15:45:00","2018-07-12 16:30:00","KJST","KPIT",0,0,9,"2018-07-10 20:01:19.503743","2018-07-10 20:01:19.503743","AirlineFlightSchedules"
1974539,"FDY859","2018-07-12 20:15:00","2018-07-12 21:00:00","KJST","KPIT",0,0,9,"2018-07-10 20:01:19.518667","2018-07-10 20:01:19.518667","AirlineFlightSchedules"
1974540,"FDY857","2018-07-12 18:05:00","2018-07-12 18:50:00","KJST","KPIT",0,0,9,"2018-07-10 20:01:19.532243","2018-07-10 20:01:19.532243","AirlineFlightSchedules"
1974541,"FDY853","2018-07-12 13:30:00","2018-07-12 14:15:00","KJST","KPIT",0,0,9,"2018-07-10 20:01:19.550056","2018-07-10 20:01:19.550056","AirlineFlightSchedules"
1974542,"WOW147","2018-07-12 15:10:00","2018-07-12 21:45:00","BIKF","KPIT",0,0,220,"2018-07-10 20:01:19.560809","2018-07-10 20:01:19.560809","AirlineFlightSchedules"
1974543,"SWA1317","2018-07-12 15:55:00","2018-07-12 20:00:00","KLAS","KPIT",0,0,175,"2018-07-10 20:01:19.579234","2018-07-10 20:01:19.579234","AirlineFlightSchedules"
1974544,"SWA384","2018-07-13 01:50:00","2018-07-13 05:55:00","KLAS","KPIT",0,0,175,"2018-07-10 20:01:19.593347","2018-07-10 20:01:19.593347","AirlineFlightSchedules"
1974545,"SWA1131","2018-07-12 16:35:00","2018-07-12 21:20:00","KLAX","KPIT",0,0,175,"2018-07-10 20:01:19.603999","2018-07-10 20:01:19.603999","AirlineFlightSchedules"
1974546,"FDY1061","2018-07-12 22:05:00","2018-07-12 23:35:00","KLNS","KPIT",0,0,9,"2018-07-10 20:01:21.378907","2018-07-10 20:01:21.378907","AirlineFlightSchedules"
1974547,"FDY951","2018-07-12 11:05:00","2018-07-12 12:35:00","KLNS","KPIT",0,0,9,"2018-07-10 20:01:21.391799","2018-07-10 20:01:21.391799","AirlineFlightSchedules"
1974548,"FDY1055","2018-07-12 14:25:00","2018-07-12 15:55:00","KLNS","KPIT",0,0,9,"2018-07-10 20:01:21.402804","2018-07-10 20:01:21.402804","AirlineFlightSchedules"
1974549,"NKS722","2018-07-12 21:20:00","2018-07-12 23:39:00","KMCO","KPIT",0,10,135,"2018-07-10 20:01:21.413547","2018-07-10 20:01:21.413547","AirlineFlightSchedules"
1974550,"SWA1600","2018-07-12 13:55:00","2018-07-12 16:10:00","KMCO","KPIT",0,0,143,"2018-07-10 20:01:21.424662","2018-07-10 20:01:21.424662","AirlineFlightSchedules"
1974551,"SWA1584","2018-07-12 16:25:00","2018-07-12 18:45:00","KMCO","KPIT",0,0,143,"2018-07-10 20:01:21.435171","2018-07-10 20:01:21.435171","AirlineFlightSchedules"
1974552,"SWA1970","2018-07-13 01:05:00","2018-07-13 03:15:00","KMCO","KPIT",0,0,143,"2018-07-10 20:01:21.446354","2018-07-10 20:01:21.446354","AirlineFlightSchedules"
1974553,"SWA2309","2018-07-12 10:15:00","2018-07-12 12:25:00","KMCO","KPIT",0,0,143,"2018-07-10 20:01:21.461088","2018-07-10 20:01:21.461088","AirlineFlightSchedules"
1974554,"FDY1153","2018-07-12 12:50:00","2018-07-12 14:10:00","KMDT","KPIT",0,0,9,"2018-07-10 20:01:21.469991","2018-07-10 20:01:21.469991","AirlineFlightSchedules"
1974555,"FDY1361","2018-07-12 21:40:00","2018-07-12 23:00:00","KMDT","KPIT",0,0,9,"2018-07-10 20:01:21.481093","2018-07-10 20:01:21.481093","AirlineFlightSchedules"
1974556,"SWA2084","2018-07-13 03:30:00","2018-07-13 04:45:00","KMDW","KPIT",0,0,143,"2018-07-10 20:01:21.49069","2018-07-10 20:01:21.49069","AirlineFlightSchedules"
1974557,"SWA1015","2018-07-12 22:35:00","2018-07-13 00:00:00","KMDW","KPIT",0,0,143,"2018-07-10 20:01:21.500385","2018-07-10 20:01:21.500385","AirlineFlightSchedules"
1974558,"SWA625","2018-07-13 01:20:00","2018-07-13 02:35:00","KMDW","KPIT",0,0,143,"2018-07-10 20:01:21.510154","2018-07-10 20:01:21.510154","AirlineFlightSchedules"
1974559,"SWA1677","2018-07-12 13:35:00","2018-07-12 15:00:00","KMDW","KPIT",0,0,143,"2018-07-10 20:01:21.519667","2018-07-10 20:01:21.519667","AirlineFlightSchedules"
1974560,"SWA757","2018-07-12 18:45:00","2018-07-12 20:10:00","KMDW","KPIT",0,0,143,"2018-07-10 20:01:22.440545","2018-07-10 20:01:22.440545","AirlineFlightSchedules"
1974561,"FDY157","2018-07-12 20:15:00","2018-07-12 20:55:00","KMGW","KPIT",0,0,9,"2018-07-10 20:01:22.451541","2018-07-10 20:01:22.451541","AirlineFlightSchedules"
1974562,"FDY77","2018-07-12 17:45:00","2018-07-12 18:25:00","KMGW","KPIT",0,0,9,"2018-07-10 20:01:22.466578","2018-07-10 20:01:22.466578","AirlineFlightSchedules"
1974563,"FDY403","2018-07-12 14:50:00","2018-07-12 15:30:00","KMGW","KPIT",0,0,9,"2018-07-10 20:01:22.477118","2018-07-10 20:01:22.477118","AirlineFlightSchedules"
1974564,"FDY151","2018-07-12 09:30:00","2018-07-12 10:10:00","KMGW","KPIT",0,0,9,"2018-07-10 20:01:22.488032","2018-07-10 20:01:22.488032","AirlineFlightSchedules"
1974565,"DAL303","2018-07-13 01:36:00","2018-07-13 03:48:00","KMSP","KPIT",16,0,142,"2018-07-10 20:01:23.538606","2018-07-10 20:01:23.538606","AirlineFlightSchedules"
1974566,"DAL2305","2018-07-12 18:30:00","2018-07-12 20:36:00","KMSP","KPIT",16,0,142,"2018-07-10 20:01:23.565784","2018-07-10 20:01:23.565784","AirlineFlightSchedules"
1974567,"DAL1748","2018-07-12 13:50:00","2018-07-12 15:58:00","KMSP","KPIT",16,0,142,"2018-07-10 20:01:23.580693","2018-07-10 20:01:23.580693","AirlineFlightSchedules"
1974568,"AAY1409","2018-07-13 00:03:00","2018-07-13 02:22:00","KMSY","KPIT",0,0,156,"2018-07-10 20:01:23.599667","2018-07-10 20:01:23.599667","AirlineFlightSchedules"
1974569,"NKS437","2018-07-12 18:45:00","2018-07-12 20:14:00","KMYR","KPIT",0,10,135,"2018-07-10 20:01:23.616128","2018-07-10 20:01:23.616128","AirlineFlightSchedules"
1974570,"AAL1173","2018-07-12 23:20:00","2018-07-13 00:45:00","KORD","KPIT",0,16,144,"2018-07-10 20:01:26.14605","2018-07-10 20:01:26.14605","AirlineFlightSchedules"
1974571,"UAL1741","2018-07-12 20:30:00","2018-07-12 22:05:00","KORD","KPIT",8,0,120,"2018-07-10 20:01:26.162731","2018-07-10 20:01:26.162731","AirlineFlightSchedules"
1974572,"UAL734","2018-07-12 19:00:00","2018-07-12 20:35:00","KORD","KPIT",8,0,138,"2018-07-10 20:01:27.045108","2018-07-10 20:01:27.045108","AirlineFlightSchedules"
1974573,"UAL1272","2018-07-12 12:58:00","2018-07-12 14:23:00","KORD","KPIT",8,0,159,"2018-07-10 20:01:27.056215","2018-07-10 20:01:27.056215","AirlineFlightSchedules"
1974574,"AAY1405","2018-07-12 13:31:00","2018-07-12 15:54:00","KPGD","KPIT",0,0,156,"2018-07-10 20:01:27.066261","2018-07-10 20:01:27.066261","AirlineFlightSchedules"
1974575,"AAL1948","2018-07-12 12:05:00","2018-07-12 13:18:00","KPHL","KPIT",0,11,88,"2018-07-10 20:01:27.07655","2018-07-10 20:01:27.07655","AirlineFlightSchedules"
1974576,"AAL1986","2018-07-12 13:10:00","2018-07-12 14:33:00","KPHL","KPIT",0,11,88,"2018-07-10 20:01:27.10251","2018-07-10 20:01:27.10251","AirlineFlightSchedules"
1974577,"AAL2085","2018-07-12 19:59:00","2018-07-12 21:24:00","KPHL","KPIT",0,11,88,"2018-07-10 20:01:27.113391","2018-07-10 20:01:27.113391","AirlineFlightSchedules"
1974578,"AAL1797","2018-07-13 00:40:00","2018-07-13 02:00:00","KPHL","KPIT",8,0,120,"2018-07-10 20:01:27.123596","2018-07-10 20:01:27.123596","AirlineFlightSchedules"
1974579,"AAL579","2018-07-12 15:54:00","2018-07-12 20:00:00","KPHX","KPIT",8,0,120,"2018-07-10 20:01:27.985572","2018-07-10 20:01:27.985572","AirlineFlightSchedules"
1974580,"AAL1689","2018-07-12 22:29:00","2018-07-13 02:26:00","KPHX","KPIT",8,0,120,"2018-07-10 20:01:27.995503","2018-07-10 20:01:27.995503","AirlineFlightSchedules"
1974581,"SWA805","2018-07-12 17:05:00","2018-07-12 21:10:00","KPHX","KPIT",0,0,175,"2018-07-10 20:01:28.005658","2018-07-10 20:01:28.005658","AirlineFlightSchedules"
1974582,"SWA532","2018-07-12 20:45:00","2018-07-12 23:15:00","KRSW","KPIT",0,0,143,"2018-07-10 20:01:28.016404","2018-07-10 20:01:28.016404","AirlineFlightSchedules"
1974583,"AAY1413","2018-07-12 21:25:00","2018-07-12 23:34:00","KSFB","KPIT",0,0,166,"2018-07-10 20:01:28.026737","2018-07-10 20:01:28.026737","AirlineFlightSchedules"
1974584,"UAL2229","2018-07-12 16:22:00","2018-07-12 21:10:00","KSFO","KPIT",8,0,138,"2018-07-10 20:01:28.036982","2018-07-10 20:01:28.036982","AirlineFlightSchedules"
1974585,"DAL1734","2018-07-12 23:05:00","2018-07-13 02:54:00","KSLC","KPIT",12,0,114,"2018-07-10 20:01:28.046161","2018-07-10 20:01:28.046161","AirlineFlightSchedules"
1974586,"AAY1415","2018-07-12 19:38:00","2018-07-12 21:59:00","KSRQ","KPIT",0,0,156,"2018-07-10 20:01:28.059863","2018-07-10 20:01:28.059863","AirlineFlightSchedules"
1974587,"SWA2291","2018-07-12 21:10:00","2018-07-12 22:50:00","KSTL","KPIT",0,0,175,"2018-07-10 20:01:28.0692","2018-07-10 20:01:28.0692","AirlineFlightSchedules"
1974588,"SWA2505","2018-07-12 11:15:00","2018-07-12 13:35:00","KTPA","KPIT",0,0,175,"2018-07-10 20:01:29.051648","2018-07-10 20:01:29.051648","AirlineFlightSchedules"
1974589,"SWA1864","2018-07-13 02:35:00","2018-07-13 04:45:00","KTPA","KPIT",0,0,143,"2018-07-10 20:01:29.061922","2018-07-10 20:01:29.061922","AirlineFlightSchedules"
1976148,"AAY1401","2018-07-11 14:36:00","2018-07-11 16:32:48","KPIE","KPIT",0,0,156,"2018-07-10 20:10:33.600869","2018-07-10 20:10:33.600869","FlightInfo"
1976149,"AAL2085","2018-07-12 20:09:00","2018-07-12 21:14:00","KPHL","KPIT",0,11,88,"2018-07-10 20:10:34.072041","2018-07-10 20:10:34.072041","FlightInfo"
1977855,"NKS722","2018-07-12 21:30:00","2018-07-12 23:29:00","KMCO","KPIT",0,10,135,"2018-07-10 22:11:31.598675","2018-07-10 22:11:31.598675","FlightInfo"
1977856,"JBU1885","2018-07-12 22:06:00","2018-07-12 23:36:00","KBOS","KPIT",0,0,100,"2018-07-10 22:11:31.824346","2018-07-10 22:11:31.824346","FlightInfo"
1977904,"AAL1749","2018-07-13 00:35:00","2018-07-13 01:40:00","KCLT","KPIT",8,0,120,"2018-07-11 00:10:52.399418","2018-07-11 00:10:52.399418","FlightInfo"
1977905,"AAL1761","2018-07-12 23:35:00","2018-07-13 01:53:00","KDFW","KPIT",8,0,120,"2018-07-11 00:10:52.821771","2018-07-11 00:10:52.821771","FlightInfo"
1977925,"UAL1211","2018-07-13 00:05:00","2018-07-13 02:52:00","KDEN","KPIT",8,0,159,"2018-07-11 01:10:29.315426","2018-07-11 01:10:29.315426","FlightInfo"
1977943,"DAL2138","2018-07-13 02:26:00","2018-07-13 03:13:00","KDTW","KPIT",16,0,142,"2018-07-11 02:10:52.880847","2018-07-11 02:10:52.880847","FlightInfo"
1977975,"NKS334","2018-07-13 06:10:00","2018-07-13 09:58:00","KLAS","KPIT",0,10,135,"2018-07-11 08:11:10.617226","2018-07-11 08:11:10.617226","FlightInfo"
1977991,"JBU1285","2018-07-13 10:20:00","2018-07-13 11:42:00","KBOS","KPIT",0,0,100,"2018-07-11 10:11:15.768239","2018-07-11 10:11:15.768239","FlightInfo"
1978034,"DAL1295","2018-07-13 15:32:00","2018-07-13 16:55:00","KPIT","KATL",16,0,133,"2018-07-11 13:11:02.039465","2018-07-11 13:11:02.039465","FlightInfo"
1978048,"AAL853","2018-07-13 16:15:00","2018-07-13 17:25:00","KPIT","KCLT",8,0,120,"2018-07-11 14:11:00.309567","2018-07-11 14:11:00.309567","FlightInfo"
1978049,"NKS436","2018-07-13 16:31:00","2018-07-13 17:40:00","KPIT","KMYR",0,10,135,"2018-07-11 14:11:00.765669","2018-07-11 14:11:00.765669","FlightInfo"
1978050,"DAL1748","2018-07-13 16:48:00","2018-07-13 18:40:00","KPIT","KMSP",16,0,142,"2018-07-11 14:11:01.934932","2018-07-11 14:11:01.934932","FlightInfo"
1978082,"AAL1926","2018-07-13 18:11:00","2018-07-13 19:20:00","KPIT","KCLT",8,0,120,"2018-07-11 16:11:28.884421","2018-07-11 16:11:28.884421","FlightInfo"
1978107,"JBU1585","2018-07-13 17:13:00","2018-07-13 18:38:00","KBOS","KPIT",0,0,100,"2018-07-11 17:11:04.873883","2018-07-11 17:11:04.873883","FlightInfo"
1978147,"DAL1549","2018-07-13 21:05:00","2018-07-13 22:30:00","KPIT","KATL",16,0,133,"2018-07-11 19:10:39.756563","2018-07-11 19:10:39.756563","FlightInfo"
1978173,"FDY362","2018-07-13 23:40:00","2018-07-14 00:30:00","KPIT","KAOO",0,0,9,"2018-07-11 20:00:41.943675","2018-07-11 20:00:41.943675","AirlineFlightSchedules"
1978174,"FDY356","2018-07-13 17:00:00","2018-07-13 17:50:00","KPIT","KAOO",0,0,9,"2018-07-11 20:00:41.971196","2018-07-11 20:00:41.971196","AirlineFlightSchedules"
1978175,"DAL2290","2018-07-13 10:00:00","2018-07-13 11:35:00","KPIT","KATL",20,0,160,"2018-07-11 20:00:43.379582","2018-07-11 20:00:43.379582","AirlineFlightSchedules"
1978176,"DAL1209","2018-07-13 11:40:00","2018-07-13 13:21:00","KPIT","KATL",20,0,160,"2018-07-11 20:00:43.391649","2018-07-11 20:00:43.391649","AirlineFlightSchedules"
1978177,"DAL2161","2018-07-13 13:47:00","2018-07-13 15:27:00","KPIT","KATL",16,0,133,"2018-07-11 20:00:43.402811","2018-07-11 20:00:43.402811","AirlineFlightSchedules"
1978178,"DAL1295","2018-07-13 15:22:00","2018-07-13 17:05:00","KPIT","KATL",16,0,133,"2018-07-11 20:00:43.419546","2018-07-11 20:00:43.419546","AirlineFlightSchedules"
1978179,"DAL1599","2018-07-13 17:12:00","2018-07-13 18:53:00","KPIT","KATL",16,0,133,"2018-07-11 20:00:43.435533","2018-07-11 20:00:43.435533","AirlineFlightSchedules"
1978180,"DAL1939","2018-07-13 19:12:00","2018-07-13 20:57:00","KPIT","KATL",16,0,133,"2018-07-11 20:00:43.450078","2018-07-11 20:00:43.450078","AirlineFlightSchedules"
1978181,"SWA2236","2018-07-13 21:50:00","2018-07-13 23:30:00","KPIT","KATL",0,0,143,"2018-07-11 20:00:43.46043","2018-07-11 20:00:43.46043","AirlineFlightSchedules"
1978182,"DAL1549","2018-07-13 20:55:00","2018-07-13 22:40:00","KPIT","KATL",16,0,133,"2018-07-11 20:00:43.470633","2018-07-11 20:00:43.470633","AirlineFlightSchedules"
1978183,"DAL1462","2018-07-13 22:41:00","2018-07-14 00:26:00","KPIT","KATL",16,0,133,"2018-07-11 20:00:43.481639","2018-07-11 20:00:43.481639","AirlineFlightSchedules"
1978184,"DAL2174","2018-07-13 23:55:00","2018-07-14 01:38:00","KPIT","KATL",16,0,133,"2018-07-11 20:00:43.492319","2018-07-11 20:00:43.492319","AirlineFlightSchedules"
1978185,"SWA2445","2018-07-13 11:10:00","2018-07-13 12:45:00","KPIT","KATL",0,0,143,"2018-07-11 20:00:45.295708","2018-07-11 20:00:45.295708","AirlineFlightSchedules"
1978186,"AAY1422","2018-07-13 20:30:00","2018-07-13 23:28:00","KPIT","KAUS",0,0,156,"2018-07-11 20:00:45.307577","2018-07-11 20:00:45.307577","AirlineFlightSchedules"
1978187,"FDY756","2018-07-13 19:30:00","2018-07-13 20:25:00","KPIT","KBFD",0,0,9,"2018-07-11 20:00:45.320569","2018-07-11 20:00:45.320569","AirlineFlightSchedules"
1978188,"FDY754","2018-07-13 16:50:00","2018-07-13 17:45:00","KPIT","KBFD",0,0,9,"2018-07-11 20:00:45.33289","2018-07-11 20:00:45.33289","AirlineFlightSchedules"
1978189,"FDY758","2018-07-13 23:25:00","2018-07-14 00:20:00","KPIT","KBFD",0,0,9,"2018-07-11 20:00:45.344702","2018-07-11 20:00:45.344702","AirlineFlightSchedules"
1978190,"FDY354","2018-07-13 14:30:00","2018-07-13 15:25:00","KPIT","KBFD",0,0,9,"2018-07-11 20:00:45.358381","2018-07-11 20:00:45.358381","AirlineFlightSchedules"
1978191,"SWA1131","2018-07-13 22:20:00","2018-07-13 23:55:00","KPIT","KBNA",0,0,175,"2018-07-11 20:00:45.372708","2018-07-11 20:00:45.372708","AirlineFlightSchedules"
1978192,"JBU1886","2018-07-14 00:21:00","2018-07-14 01:52:00","KPIT","KBOS",0,0,100,"2018-07-11 20:00:46.309872","2018-07-11 20:00:46.309872","AirlineFlightSchedules"
1978193,"JBU1686","2018-07-13 21:22:00","2018-07-13 22:59:00","KPIT","KBOS",0,0,100,"2018-07-11 20:00:47.158301","2018-07-11 20:00:47.158301","AirlineFlightSchedules"
